250
196S16|19.59055367|-99.2018541864
196S17|19.5657305579|-99.207757466
196S14|19.5986172881|-99.1957608039
170S11|19.3558617237|-99.1036451555
196S12|19.6165278043|-99.1801298604
196S13|19.6028544099|-99.1889122703
196S10|19.6242616869|-99.1549342132
616S0|19.3406037389|-99.1340680338
271S10|19.3879398375|-99.0412923317
263S9|19.3152465107|-99.2477590877
196S18|19.544072294|-99.212274201
180S6|19.3766580875|-98.9803693622
196S15|19.5936728083|-99.202087573
220S7|19.3910414388|-99.0468352684
194S13|19.3066662207|-99.0665992245
81S23|19.4499959237|-99.0915776375
81S22|19.4513996117|-99.0940899514
81S21|19.4499436988|-99.0991919575
81S20|19.4530341324|-99.1103350717
81S27|19.4215342963|-99.0955663636
81S25|19.4356595563|-99.0876492
81S24|19.4481935812|-99.0896689994
79S1|19.4522715347|-99.1858489673
79S0|19.4583457268|-99.1894672267
79S3|19.4463250121|-99.1809243055
79S2|19.4484581602|-99.1826785421
79S5|19.439468043|-99.1748244165
79S4|19.4438647499|-99.1788769502
79S7|19.4341899508|-99.1660802712
79S6|19.4379323856|-99.1724754158
3S5|19.3983011527|-98.9892697407
3S4|19.3882443949|-98.985855028
185S21|19.2932423911|-99.1703568258
3S6|19.4050505801|-98.9886527926
3S1|19.364648564|-98.9922362873
3S0|19.3603742135|-98.9943698745
3S3|19.3718155703|-98.9945058447
3S2|19.3685261477|-98.9933308781
232S24|19.2620067485|-99.1013705686
220S8|19.389559495|-99.0440659519
529S1|19.4071607799|-99.0789994682
139S9|19.5327055911|-99.0688595562
263S1|19.3068426164|-99.265633263
139S8|19.5288097761|-99.0769884441
156S8|19.3155262794|-99.1605772564
70S0|19.2558444051|-99.0112029164
156S9|19.318309248|-99.1596027245
263S7|19.3054826443|-99.2506812212
362S8|19.3934263251|-99.0989415842
232S25|19.2615980072|-99.0978217367
162S21|19.2746912511|-99.2319703835
133S2|19.3864834821|-99.0603653348
46S15|19.4865337053|-99.0861211193
46S14|19.4813824417|-99.0875445293
46S13|19.4765333619|-99.0838522195
46S12|19.4757508745|-99.0789608128
46S11|19.4724617449|-99.0791800083
46S10|19.468992176|-99.0798573514
196S19|19.5341800114|-99.219235856
362S5|19.3778769003|-99.1011614222
273S8|19.3570573|-99.1113296
154S3|19.3210821809|-99.1556750812
281S9|19.3239670666|-99.1726334675
70S1|19.2524235847|-99.0086854808
283S4|19.4758084647|-99.1129167913
486S7|19.3732662627|-99.1880399469
362S3|19.3700619|-99.1056031
232S26|19.260849668|-99.0944855066
275S1|19.4655555728|-99.0690039653
362S2|19.3678433126|-99.1086876876
260S21|19.4979264026|-99.0965202096
362S1|19.3641331058|-99.1095492491
590S11|19.4797910084|-99.0628457402
223S6|19.5197282022|-99.2127090776
362S0|19.3534840189|-99.110469133
273S9|19.3537369084|-99.1110080278
283S7|19.4692652705|-99.099423121
249S8|19.3698682|-99.183534
239S11|19.3833223346|-99.0844534219
232S27|19.2590582564|-99.0858197927
160S8|19.3158131917|-99.1248214375
18S5|19.4603885023|-99.1778312374
201S18|19.4087428|-99.1354908
199S19|19.2974205974|-99.1368244646
160S6|19.3161824|-99.1127399
199S17|19.2990249461|-99.1313372392
199S16|19.3088117092|-99.1328476678
199S15|19.3105495455|-99.1267401638
156S7|19.311374939|-99.1624407075
199S13|19.3183830734|-99.1246117706
199S12|19.3208690962|-99.1249895725
199S11|19.3292200707|-99.12221673
199S10|19.3288765671|-99.1183067814
12S4|19.4308782541|-99.1728252253
12S5|19.4330724381|-99.1714910259
12S6|19.4355106449|-99.1699062523
12S7|19.4387425482|-99.1679889796
12S0|19.4075013622|-99.1894673549
12S1|19.4078591125|-99.1846366385
12S2|19.4165894119|-99.1789584494
12S3|19.4189462974|-99.1776720785
232S20|19.26977685|-99.1176273694
244S28|19.6857085096|-99.0876448956
12S8|19.4431365943|-99.1658011063
12S9|19.4496331109|-99.1641655897
160S2|19.3004164472|-99.1124112512
245S13|19.7674652549|-98.9733182095
276S2|19.5180932448|-99.1272245201
201S12|19.3319297806|-99.1405230329
586S3|19.49857489|-99.1927204636
208S1|19.3995117353|-99.0289506246
176S10|19.2778244166|-99.1221268679
232S21|19.2665619516|-99.1155642321
62S9|19.2460750435|-99.0764727656
62S8|19.2434962777|-99.0820104531
62S5|19.2463285162|-99.0939485137
62S4|19.2480657536|-99.0998614687
62S7|19.2423551596|-99.0844159677
62S6|19.2449825389|-99.0868074774
62S1|19.2554899751|-99.1055443572
62S0|19.257819377|-99.106661673
62S3|19.2474252661|-99.1038734944
62S2|19.2506639178|-99.1062617634
113S19|19.3216485589|-99.0919885709
232S22|19.2636792946|-99.1077683648
133S1|19.3943576101|-99.0590283504
113S11|19.2963536524|-99.0391489028
113S10|19.296468995|-99.0355031374
113S13|19.3058246573|-99.0637182908
113S12|19.3014435917|-99.0516594811
113S15|19.3150200173|-99.0714237389
113S14|19.3134057449|-99.0697312852
113S17|19.3194656338|-99.0796337687
113S16|19.3178360832|-99.0747358942
149S23|19.2739538345|-99.0027906456
185S23|19.2949170532|-99.1614841763
149S20|19.293376887|-98.992733682
149S27|19.2583881964|-99.0029842545
149S26|19.2632317643|-98.9999996303
149S25|19.2660908031|-98.9999829562
185S22|19.2928828532|-99.1652325906
283S3|19.4781202614|-99.1194869146
149S28|19.2556218182|-99.0086082643
249S4|19.3705175174|-99.1645683204
221S12|19.2714834344|-99.1306840901
226S14|19.3556672108|-99.0985713538
171S11|19.6075896021|-99.0522789275
232S23|19.2597274321|-99.1051568576
185S20|19.2952176255|-99.1792433988
226S10|19.3648787666|-99.1099781444
226S11|19.3637469039|-99.1028642257
226S12|19.3618178882|-99.0959914451
171S10|19.6040937332|-99.0457791754
144S9|19.2954552426|-99.1827538944
219S10|19.4243641586|-99.1832690787
226S18|19.3516421129|-99.0763938154
171S13|19.6106909719|-99.0580207786
171S12|19.6093069377|-99.0554172427
273S6|19.3699931|-99.1064684
185S25|19.2989308117|-99.1499824552
171S15|19.6302153752|-99.0687777709
185S24|19.2963079123|-99.1587647078
171S14|19.6166127406|-99.0633055521
193S9|19.3101969375|-99.2258010363
193S8|19.3099715993|-99.2287513799
198S12|19.3048466992|-99.1858601302
198S13|19.3076388|-99.1805365
94S10|19.5492688892|-99.2065458494
94S11|19.5595847462|-99.218659258
94S12|19.563458169|-99.2230743506
94S13|19.5712591332|-99.2366255755
193S1|19.2784966112|-99.2322915912
193S0|19.2783214344|-99.2348973515
193S3|19.2918163928|-99.2333989052
171S16|19.6323538945|-99.0740042196
193S5|19.3024183239|-99.2326873665
193S4|19.2973358713|-99.2319283949
193S7|19.3074970188|-99.2307367673
1S3|19.3905567245|-99.1993032758
1S2|19.3910323|-99.1917229
1S1|19.3928005716|-99.177121378
