-1
196S16|19.59055367|-99.2018541864
196S17|19.5657305579|-99.207757466
196S14|19.5986172881|-99.1957608039
196S15|19.5936728083|-99.202087573
196S12|19.6165278043|-99.1801298604
196S13|19.6028544099|-99.1889122703
196S10|19.6242616869|-99.1549342132
291S1|19.4529276|-99.2197001
291S8|19.4526555117|-99.2421494462
291S9|19.4496633811|-99.245781046
291S2|19.457102971|-99.2245700172
196S18|19.544072294|-99.212274201
196S19|19.5341800114|-99.219235856
291S3|19.4588390105|-99.2266312318
291S4|19.4594078046|-99.2314752358
393S3|19.4765082796|-99.1219833288
540S23|19.3555634364|-99.0995856153
291S5|19.4591744879|-99.2345357153
291S6|19.4578711226|-99.2373201282
291S7|19.4550495609|-99.2385923012
393S2|19.4793286|-99.1213908
393S1|19.4849229863|-99.1187939426
578S8|19.3753406823|-99.0701099503
578S9|19.3777922831|-99.069657636
578S4|19.3608548832|-99.0745387444
578S5|19.3636958845|-99.0744833467
578S6|19.3674302283|-99.0746413364
578S0|19.3596200467|-99.0901562617
578S1|19.3599719091|-99.0846770535
578S3|19.3619002103|-99.0778851466
336S5|19.3170314522|-99.071874897
336S6|19.3224724258|-99.0755479394
336S7|19.3231912114|-99.0796244635
393S7|19.4602436107|-99.1281286196
336S1|19.3105256094|-99.0550189318
336S2|19.3085589187|-99.0565359182
336S3|19.3163254897|-99.0600047178
336S9|19.3207326284|-99.086888553
244S21|19.6577943|-99.0758533
244S20|19.6537867826|-99.0764461462
244S23|19.6620967001|-99.0801350689
244S22|19.6587838362|-99.0805051149
244S25|19.6721681599|-99.0779002189
244S24|19.6650696317|-99.0795248184
244S27|19.6815431885|-99.0834955171
244S26|19.674565517|-99.0791492911
244S29|19.6850192633|-99.0944316889
244S28|19.6857085096|-99.0876448956
393S6|19.465181665|-99.1262310502
535S20|19.6580441486|-99.068835595
535S21|19.6610676755|-99.0705929885
607S5|19.5236330109|-99.0992938475
591S56|19.0945614557|-98.782007514
607S7|19.4967194652|-99.1194123977
607S6|19.508638435|-99.1072186135
607S1|19.5371408378|-99.0901906349
198S10|19.2923684466|-99.1782425753
198S11|19.3018926746|-99.1857623576
198S12|19.3048466992|-99.1858601302
198S13|19.3076388|-99.1805365
198S15|19.317767053|-99.1740370929
144S8|19.2951335547|-99.1756238556
452S5|19.5109267267|-99.1529983337
452S4|19.5004426488|-99.1486749652
452S7|19.5177782481|-99.1559820293
452S6|19.5151313688|-99.154862956
452S1|19.4732885525|-99.1379668692
452S3|19.491158902|-99.1450261143
452S2|19.4852114071|-99.1427121492
116S12|19.425423712|-99.1276642977
116S10|19.4223899597|-99.1211608144
324S4|19.35934472|-99.1894454952
607S8|19.4944970806|-99.1200695544
324S7|19.3689785951|-99.1883720251
609S1|19.3895248968|-99.2103745926
225S11|19.2962322402|-99.1589083827
225S10|19.2926477284|-99.1686567759
225S13|19.2995328405|-99.1491772635
225S12|19.2970845841|-99.1553525286
499S10|19.3459027587|-99.2372786896
222S8|19.3218491608|-99.2212738043
499S11|19.3474811129|-99.2328956873
222S6|19.3258927919|-99.2139446772
222S7|19.3240596198|-99.21660185
222S4|19.3413503976|-99.2063498705
222S5|19.3414376635|-99.2034160191
222S2|19.3459814683|-99.1900707493
222S3|19.3429934748|-99.1906752832
222S0|19.3543757776|-99.1750479392
222S1|19.350248371|-99.1869732104
499S14|19.3507885631|-99.2197775519
499S15|19.3552651|-99.2156052
499S16|19.3580618234|-99.2100934957
499S17|19.3577173805|-99.1987619334
499S18|19.3609261583|-99.1970197352
499S19|19.3634237234|-99.1953875045
458S19|19.4987579903|-99.155550288
458S18|19.5145469511|-99.1617271952
2S18|19.5501745982|-99.0470800647
2S19|19.5484157044|-99.0445086232
2S16|19.5534282931|-99.051367584
2S17|19.5486548109|-99.0504917576
2S14|19.5695111889|-99.0437481217
2S15|19.5575612991|-99.0492934103
2S12|19.5945744721|-99.0380580679
2S13|19.5717773768|-99.0433230829
2S10|19.5996232768|-99.0452789855
2S11|19.5974724006|-99.0414175335
217S18|19.3405931521|-99.1483042875
217S19|19.3356212744|-99.1468695225
223S9|19.5272162993|-99.2235444047
223S8|19.5237813394|-99.226526341
217S14|19.3583705608|-99.1534033152
223S6|19.5197282022|-99.2127090776
217S16|19.3506964601|-99.1511925543
217S17|19.345624248|-99.1497491638
217S10|19.3736584964|-99.1577730674
217S11|19.3706692696|-99.1569099843
223S1|19.5087797417|-99.206654394
217S13|19.3609598075|-99.1541237282
300S13|19.4257904349|-99.108271899
300S12|19.4348629142|-99.1074590975
300S11|19.4417998558|-99.0929553497
300S10|19.4513603779|-99.0789653623
488S14|19.3288953|-99.2720924
271S9|19.3900842827|-99.0450035167
271S2|19.4125531571|-99.0844144989
271S3|19.4100612166|-99.0801057928
271S0|19.4317287353|-99.1146785217
271S1|19.4200160873|-99.0973575479
271S6|19.3990119486|-99.0608127324
271S7|19.3965467375|-99.0564818498
271S4|19.4086193031|-99.0776228106
271S5|19.4056077989|-99.0722150305
432S9|19.2790278367|-99.1345481278
432S8|19.2804894771|-99.1371449461
432S7|19.2900744948|-99.1485390643
432S6|19.2934420865|-99.1524646109
432S5|19.3207095998|-99.1380184967
432S3|19.3286548651|-99.1397833723
432S2|19.3384113289|-99.1428548155
432S1|19.3413889633|-99.138780909
432S0|19.3433540753|-99.1375244894
418S17|19.3839279216|-99.2500879099
418S16|19.381093737|-99.2545206462
418S15|19.37341032|-99.2674719201
418S14|19.3626397|-99.2855823
418S13|19.3502724|-99.3019243
418S12|19.3562753|-99.3005002
418S11|19.3540034603|-99.3046805807
418S10|19.3526349019|-99.3118767113
418S19|19.3951094055|-99.2302030552
108S5|19.5419293017|-99.0565349453
108S4|19.538161401|-99.0597162837
108S7|19.5504958147|-99.0519899977
108S6|19.5441709978|-99.0546170908
108S1|19.5070210173|-99.1080191898
108S0|19.4994674355|-99.118309347
108S3|19.5313204034|-99.0743447083
108S2|19.5101284208|-99.1056586271
108S9|19.5787190197|-99.042068348
108S8|19.5698822739|-99.0434266575
283S14|19.4652986|-99.0505805
283S11|19.4682010513|-99.0645754483
283S10|19.4655038208|-99.0694879746
283S13|19.4619371668|-99.0563888856
283S12|19.4627658594|-99.0596986564
270S3|19.4874857278|-99.1340573089
270S2|19.4819686184|-99.1351429962
270S1|19.4758514263|-99.1366711172
270S0|19.4679695166|-99.1386627777
270S7|19.5089386021|-99.1264553436
270S6|19.5059693926|-99.1293931116
270S5|19.501193809|-99.1314347831
270S4|19.4950057771|-99.1326404773
98S18|19.2677103901|-99.2110586268
98S19|19.2690221153|-99.2142721996
98S10|19.2913475734|-99.2170297146
98S11|19.2891217349|-99.2177836269
98S12|19.2819388834|-99.2157932885
98S13|19.279449694|-99.2123635305
98S14|19.2768050362|-99.2091086745
